y,x,ran1,ran1,ran3,station,timestamp
40.8503,29.2884,0,61.5,70,0,1554806999
44.154,28.6693,0.1,0.0,52,15,1554806918
44.372,37.387,1.1,323.7,70,0,1554806921
40.7007,29.3532,0,313.2,0,1,1554805823
44.1467,28.9752,0.2,104.0,80,1,1554806857
46.3001,30.7307,15,123.4,70,0,1554806887
43.1945,27.6519,0,254.0,0,0,1554806932
44.6708,37.8015,0,146.0,52,5,1554806912
44.5736,37.953,0.2,274.0,70,1,1554806848
44.7308,37.7818,0,70.9,0,1,1554806619
46.5792,31.1208,0,174.3,70,1,1554806925
44.5952,37.9313,0,59.0,70,1,1554806018
40.6606,29.2469,0,0.0,100,15,1554806824
40.8343,29.2786,0,205.3,37,15,1554805711
46.4937,30.7433,0,0.0,70,5,1554801166
44.7209,37.8248,1023,360.0,71,0,1554806893
44.1686,28.6576,0,252.5,50,2,1554806934
44.1463,28.6682,0,360.0,51,15,1554806340
44.691,37.7958,0.1,275.5,36,15,1554806771
40.7163,28.8701,1,194.0,0,0,1554806558
40.6899,29.4343,0,0.0,0,14,1554806943
46.4917,30.7417,0,0.0,70,5,1554806762
40.6608,29.1441,0,0.0,0,14,1554806927
46.491,30.7585,0,0.0,130,14,1554806925
40.8503,29.2878,0,290.5,70,0,1554806900
44.1596,28.6502,0,284.1,0,5,1554806884
44.1619,28.7478,0.2,167.6,70,1,1554806844
40.8542,29.287,0.1,177.4,0,5,1554806448
46.4912,30.7457,0,293.9,52,15,1554806880
46.4909,30.7452,0,0.0,52,0,1554806883
46.5071,30.7315,0.1,303.0,70,5,1554806713
44.7212,37.7817,0,155.0,37,5,1554806919
46.3237,30.6686,0,336.5,70,5,1554806916
43.1959,27.9164,0,0.0,52,15,1554806848
44.5574,37.9363,0,56.0,70,1,1554806753
44.7042,37.8301,4.2,42.8,52,0,1554806887
44.7306,37.7825,0,0.0,0,0,1554806885
40.8452,29.2906,0,0.0,52,15,1554806699
40.8706,29.237,0,98.0,36,15,1554806791
46.4854,30.8241,0.3,360.0,79,0,1554806881
44.1595,28.6602,0,360.0,0,0,1554806911
44.6707,37.8013,0,155.0,80,5,1554806936
43.1871,27.7653,0,0.0,90,5,1554806880
40.7225,29.2877,15.9,257.8,70,0,1554806940
44.0357,39.0902,0,262.0,80,1,1554806768
44.0981,28.6653,0,64.7,79,5,1554806882
44.727,37.7813,0,245.3,80,5,1554806715
44.0765,28.7225,0,0.0,129,15,1554806829
44.0932,28.7163,0,0.0,111,15,1554806915
44.1004,28.7131,0,0.0,105,15,1554806931
40.7199,29.2524,8.9,260.0,0,0,1554806924
44.0929,39.0763,0,0.0,53,15,1554806932
44.108,28.6431,0,0.0,52,15,1554806944
46.4926,30.7484,0.1,300.7,37,15,1554806940
44.7308,37.7824,0,149.6,90,5,1554806778
40.8732,29.2413,0,55.8,0,15,1554805709
44.5574,38.0684,0.6,76.8,0,15,1554806451
44.6708,37.8018,0,346.0,52,8,1554806919
43.1939,27.9067,0,253.3,80,5,1554806893
44.3351,28.6781,2,3.9,0,0,1554806903
44.1602,28.6588,0,289.8,52,0,1554806887
40.9382,28.8596,0.1,248.7,0,1,1554805986
44.7236,37.8123,0,212.0,0,5,1554806830
44.0964,28.6489,0,254.7,90,0,1554806941
44.1655,28.6465,0,0.0,52,0,1554806945
44.1156,28.6444,0,66.9,79,0,1554806918
44.1461,28.6677,0,360.0,51,15,1554806701
40.8685,29.1852,0.1,334.3,70,1,1554806827
44.7239,37.813,0,52.1,52,0,1554806938
40.8533,29.2862,0,166.3,52,5,1554806827
40.739,29.3927,5.6,291.1,0,5,1554806897
40.8865,29.1868,0,0.0,60,15,1554806788
44.1148,28.6415,0,342.2,52,15,1554806451
44.7299,37.782,0,81.6,172,0,1554806907
44.683,37.8183,0,69.3,80,1,1554806938
40.8635,29.2609,0,302.4,0,9,1554806943
44.7081,37.8448,0,269.6,53,0,1554806859
46.4912,30.7633,0.1,208.8,70,5,1554806860
44.7182,37.8332,0,0.0,52,15,1554806924
44.1584,28.6448,0,24.8,70,5,1554806896
44.6453,37.8968,0.1,139.0,70,1,1554806906
44.7241,37.813,0,58.5,52,0,1554806909
44.102,28.6651,0,135.4,70,5,1554806806
40.841,29.2713,0,245.3,0,5,1554806370
46.5082,30.7319,0,341.0,70,5,1554806947
44.0936,39.0662,0,200.0,70,5,1554806797
44.7128,37.8279,0,360.0,70,5,1554806894
44.1756,28.3964,0.1,183.4,70,1,1554806311
44.6216,37.6647,0,170.5,80,5,1554806245
44.1079,28.6667,5.5,118.1,79,0,1554806928
40.8685,29.2395,0,125.0,0,15,1554806914
40.8026,29.0588,0,0.0,0,8,1554806907
44.5883,37.9134,0.1,21.5,70,1,1554806776
44.6713,37.8026,0,309.6,0,0,1554806934
40.8548,29.2821,0,180.0,0,15,1554806730
46.5197,30.9647,0.1,43.1,89,1,1554806917
43.1886,27.7541,1023,360.0,81,15,1554806812
44.0969,39.0557,0,159.1,52,0,1554806910
43.1984,27.779,0,158.3,52,8,1554806901
43.5834,28.844,6,37.6,70,0,1554806900
40.845,29.2898,0.1,190.0,0,5,1554806367
46.4873,30.7558,0,349.0,70,0,1554806932
40.8365,28.9275,0.5,196.1,80,0,1554806931
46.5104,30.7719,0,148.8,31,15,1554806794
40.7906,29.3167,7.6,157.7,0,15,1554806694
40.8471,29.2905,0,240.6,0,5,1554806636
44.1462,28.6679,0,360.0,51,15,1554806900
40.8496,29.2364,6,266.3,0,0,1554806943
40.9472,28.9389,9.1,168.9,79,0,1554806791
44.5587,30.5283,8.2,15.2,70,0,1554806932
44.1487,28.6668,0,0.0,51,5,1554806804
44.0998,28.6649,0,115.5,70,0,1554806883
40.844,29.2709,0,222.7,0,5,1554806266
46.4917,30.7461,0,360.0,52,5,1554806900
40.8361,29.2751,0,360.0,0,5,1554806743
40.8754,29.192,0.1,12.2,70,1,1554806307
40.8765,29.1781,0,183.2,79,1,1554806580
43.1941,27.8961,0,326.0,37,15,1554806766
44.117,28.6467,0,283.4,79,0,1554806886
40.866,28.8187,13.3,80.0,0,0,1554806997
43.1959,27.9137,0,357.4,40,0,1554806882
44.538,37.635,10.1,56.3,80,0,1554806881
40.8696,29.236,0,0.0,36,15,1554806645
44.1299,28.6507,0,266.9,79,5,1554806903
44.1617,28.6497,0,165.2,80,15,1554806906
44.7257,37.8016,6.3,200.1,52,15,1554806940
44.1463,28.6676,0,360.0,54,5,1554806792
44.1463,28.6675,0,246.9,51,15,1554806667
40.8358,29.2667,0,0.0,52,15,1554806637
44.1523,28.6502,0,79.0,70,5,1554806529
44.1657,28.6505,0,308.6,80,0,1554806868
40.8599,29.256,0,0.0,113,15,1554806866
40.7903,29.2625,0,0.0,105,15,1554806902
40.8451,29.2892,0.1,190.9,0,5,1554806123
46.492,30.7465,0,0.0,53,0,1554806924
44.7086,37.8362,0.6,157.7,52,0,1554806936
44.7331,37.7886,0,360.0,80,5,1554806759
44.0961,39.0636,0,202.2,54,5,1554806933
40.8788,29.1898,0,274.0,70,0,1554806932
44.1596,28.6603,0,360.0,31,0,1554806921
44.7241,37.8047,0.1,244.0,70,5,1554806839
44.1602,28.6587,0,0.0,52,0,1554806912
46.2444,30.7387,0,349.0,79,1,1554806941
44.3377,28.6857,0,0.1,52,3,1554806999
44.7188,37.7871,0,189.1,50,0,1554806919
40.8253,29.2492,0,0.0,0,1,1554806774
40.8453,29.2655,0,0.0,70,15,1554806431
44.7213,37.7853,0.1,0.0,53,15,1554806672
44.1757,28.3966,0,32.9,33,0,1554806886
40.8452,29.2906,0,129.9,0,15,1554806794
40.7646,29.4227,6.9,194.9,0,15,1554806924
40.9897,28.9478,0.1,202.0,0,0,1554806832
40.8464,29.2843,0,255.0,31,15,1554806936
44.704,37.8372,0,345.0,80,5,1554806942
